age,gender,education_level,marital_status,monthly_income,existing_credit_limit,credit_score_raw,credit_approved,recommended_limit
28,Female,High School,Married,59006.89,95200.0,61.0,1,108900.0
36,Female,Bachelor,Married,13211.49,24300.0,60.0,1,25700.0
32,Male,High School,Married,24877.21,60600.0,62.0,1,43600.0
37,Male,Bachelor,Single,69581.5,121800.0,73.0,1,158300.0
18,Male,Bachelor,Married,28288.48,33400.0,63.0,1,41800.0
18,Female,Master,Married,29624.11,33800.0,66.0,1,42200.0
42,Female,Bachelor,Single,45350.83,0.0,56.0,1,68000.0
47,Male,High School,Married,68905.79,36000.0,60.0,1,45000.0
25,Male,Bachelor,Married,76339.05,86400.0,71.0,1,112300.0
33,Female,Bachelor,Single,21130.41,25800.0,58.0,1,29700.0
39,Female,Master,Married,107741.43,188000.0,84.0,1,263200.0
43,Male,Master,Married,21032.35,0.0,46.0,1,31500.0
18,Male,Master,Married,61250.88,116300.0,74.0,1,151200.0
26,Female,Bachelor,Single,81107.68,42200.0,70.0,1,54900.0
32,Male,High School,Married,42626.45,42400.0,52.0,1,48800.0
43,Male,Bachelor,Widowed,176522.81,403900.0,89.0,1,565500.0
63,Female,Bachelor,Single,59644.97,0.0,53.0,1,89500.0
33,Male,Master,Single,27990.43,48900.0,68.0,1,61100.0
20,Female,Master,Widowed,32109.98,0.0,46.0,1,48200.0
40,Male,Bachelor,Married,16655.84,7200.0,48.0,1,7900.0
50,Male,Bachelor,Married,152158.4,89700.0,82.0,1,125600.0
37,Male,High School,Single,37913.18,35300.0,50.0,1,40600.0
26,Male,Bachelor,Single,24682.94,12900.0,56.0,1,14800.0
46,Male,Bachelor,Single,17341.81,19300.0,58.0,1,22200.0
43,Female,PhD,Married,12014.42,21300.0,65.0,1,26600.0
24,Male,Master,Married,38361.47,73400.0,66.0,1,84900.0
40,Female,Bachelor,Single,177892.25,197000.0,85.0,1,275800.0
46,Male,High School,Single,79690.49,178600.0,68.0,1,152400.0
49,Male,High School,Married,76263.08,169600.0,70.0,1,191400.0
35,Male,Bachelor,Married,96973.62,59700.0,76.0,1,77600.0
32,Female,High School,Married,26246.56,46800.0,57.0,1,46000.0
49,Male,High School,Single,258152.93,229400.0,70.0,1,298200.0
22,Male,Master,Married,43469.99,0.0,49.0,1,65200.0
40,Female,High School,Married,13970.7,15700.0,50.0,1,18100.0
20,Male,High School,Married,40716.75,63100.0,53.0,1,72600.0
47,Male,Bachelor,Divorced,49668.81,83500.0,71.0,1,108600.0
33,Male,Master,Single,17944.03,11300.0,56.0,1,13000.0
49,Female,Master,Married,80059.9,112600.0,84.0,1,157600.0
41,Male,PhD,Married,34487.2,0.0,55.0,1,51700.0
22,Female,Bachelor,Single,79508.07,55400.0,64.0,1,69200.0
51,Female,High School,Married,77564.94,150400.0,65.0,1,121600.0
53,Female,Master,Widowed,132928.27,307100.0,86.0,1,429500.0
45,Male,High School,Single,167896.72,213400.0,75.0,1,277400.0
27,Female,High School,Married,60373.32,118600.0,61.0,1,111400.0
32,Male,High School,Married,273589.96,428600.0,77.0,1,557200.0
37,Female,Bachelor,Married,69293.75,154500.0,80.0,1,215900.0
28,Male,Master,Married,50881.44,0.0,57.0,1,76300.0
54,Female,High School,Single,33852.31,72400.0,60.0,1,64700.0
37,Male,Bachelor,Single,13889.39,32400.0,63.0,1,33000.0
18,Male,Master,Married,27903.31,0.0,49.0,1,41900.0
39,Female,High School,Married,70957.57,0.0,48.0,1,106400.0
32,Male,Bachelor,Married,29580.87,47100.0,67.0,1,57600.0
35,Male,Bachelor,Married,41676.68,0.0,50.0,1,62500.0
31,Female,High School,Married,14919.75,7300.0,38.0,0,7300.0
44,Female,High School,Married,31499.87,0.0,40.0,1,47200.0
48,Male,High School,Married,44584.67,45300.0,57.0,1,52100.0
39,Male,Bachelor,Single,60368.71,133500.0,78.0,1,173600.0
32,Female,Master,Married,25024.18,48500.0,70.0,1,63000.0
35,Female,Bachelor,Married,42161.42,73000.0,67.0,1,82100.0
36,Male,Master,Married,43090.96,30600.0,65.0,1,38200.0
27,Female,Bachelor,Married,12717.4,18500.0,56.0,1,21300.0
42,Male,High School,Married,42287.77,13500.0,45.0,1,14900.0
41,Male,Bachelor,Married,15934.68,12000.0,55.0,1,13800.0
52,Male,Bachelor,Married,22998.93,47500.0,72.0,1,61800.0
49,Male,High School,Married,34623.11,60300.0,57.0,1,54300.0
28,Female,High School,Married,20185.28,30400.0,46.0,1,33400.0
45,Male,PhD,Married,62849.23,135500.0,85.0,1,189700.0
25,Male,Bachelor,Married,34673.0,0.0,46.0,1,52000.0
43,Female,High School,Married,51327.64,0.0,48.0,1,77000.0
30,Male,High School,Married,82898.86,177800.0,76.0,1,231100.0
24,Female,High School,Married,24458.48,23600.0,48.0,1,26000.0
39,Male,High School,Single,24171.87,52800.0,60.0,1,51700.0
18,Female,High School,Divorced,87010.13,153100.0,63.0,1,176200.0
18,Male,High School,Married,42089.88,71100.0,53.0,1,77700.0
34,Male,High School,Married,16898.5,8000.0,38.0,0,8000.0
36,Female,Bachelor,Single,49776.93,67200.0,73.0,1,87400.0
31,Female,High School,Married,69569.38,78000.0,65.0,1,97500.0
18,Female,High School,Single,86424.42,0.0,48.0,1,129600.0
27,Female,High School,Married,145111.94,0.0,50.0,1,217700.0
40,Male,High School,Single,53920.72,87700.0,63.0,1,109600.0
42,Male,High School,Married,42834.11,51700.0,57.0,1,59500.0
35,Female,Bachelor,Married,83945.53,173800.0,86.0,1,243300.0
48,Female,Bachelor,Married,300249.23,0.0,70.0,1,450400.0
40,Female,High School,Single,83350.95,110100.0,69.0,1,137600.0
27,Female,Master,Single,95072.59,61900.0,73.0,1,80500.0
32,Male,Bachelor,Single,15534.17,11600.0,53.0,1,13300.0
20,Male,High School,Married,12137.07,23000.0,46.0,1,22400.0
34,Male,High School,Single,41263.44,87100.0,60.0,1,88200.0
48,Female,PhD,Single,88703.61,98100.0,84.0,1,137300.0
43,Female,PhD,Married,43406.08,48000.0,72.0,1,62400.0
51,Male,High School,Married,67650.68,45300.0,60.0,1,56600.0
32,Male,High School,Married,33752.94,0.0,40.0,1,50600.0
50,Male,Bachelor,Widowed,85870.29,48500.0,73.0,1,63000.0
33,Female,Bachelor,Married,154957.2,0.0,70.0,1,232400.0
52,Female,High School,Married,23715.92,38300.0,57.0,1,37200.0
35,Male,Bachelor,Married,24951.83,52000.0,72.0,1,67600.0
43,Female,High School,Married,43889.62,71000.0,57.0,1,76900.0
52,Male,High School,Married,30415.46,23000.0,52.0,1,26400.0
33,Male,Bachelor,Divorced,53431.18,84000.0,71.0,1,109200.0
38,Female,Master,Married,78099.07,178900.0,83.0,1,250500.0
50,Female,High School,Married,84585.97,172800.0,76.0,1,212200.0
34,Female,Bachelor,Married,26750.76,18100.0,62.0,1,22600.0
21,Male,High School,Married,27783.03,14000.0,48.0,1,15400.0
59,Male,High School,Married,42698.64,102900.0,59.0,1,67000.0
30,Male,Master,Single,10158.06,0.0,44.0,1,15200.0
37,Male,Bachelor,Widowed,20895.4,44300.0,62.0,1,43700.0
48,Male,Bachelor,Married,22903.03,0.0,50.0,1,34400.0
29,Male,High School,Married,24194.27,32100.0,53.0,1,36900.0
24,Male,High School,Widowed,83802.39,186300.0,69.0,1,165900.0
38,Male,Bachelor,Married,56178.89,33000.0,70.0,1,42900.0
18,Female,High School,Married,27167.98,28400.0,53.0,1,32700.0
32,Female,High School,Married,165971.57,174500.0,77.0,1,226800.0
38,Female,Bachelor,Married,16506.32,0.0,43.0,1,24800.0
33,Male,High School,Married,30064.24,21400.0,52.0,1,24600.0
19,Male,High School,Single,77140.45,146800.0,59.0,1,168800.0
53,Male,Bachelor,Widowed,40624.15,53500.0,64.0,1,66900.0
37,Male,High School,Married,83824.59,0.0,54.0,1,125700.0
51,Male,Bachelor,Married,100741.68,0.0,64.0,1,151100.0
33,Male,Master,Married,16990.54,13000.0,58.0,1,14900.0
26,Female,High School,Married,75519.85,176600.0,66.0,1,139300.0
38,Female,High School,Divorced,11397.69,6900.0,41.0,0,6900.0
33,Male,Bachelor,Married,36032.89,11100.0,55.0,1,12800.0
23,Female,Bachelor,Married,10383.26,0.0,39.0,0,0.0
52,Male,Bachelor,Married,60370.68,0.0,58.0,1,90600.0
29,Female,High School,Divorced,25956.37,0.0,32.0,0,0.0
18,Female,High School,Married,34907.75,69900.0,58.0,1,64400.0
50,Female,High School,Married,26395.13,20100.0,52.0,1,23100.0
30,Male,Bachelor,Single,40150.31,96300.0,70.0,1,125200.0
29,Male,High School,Single,24786.36,46100.0,51.0,1,53000.0
18,Male,Master,Single,79102.31,172600.0,77.0,1,224400.0
55,Male,Bachelor,Single,201759.91,303900.0,85.0,1,425500.0
21,Female,High School,Single,64907.73,98500.0,59.0,1,113300.0
36,Female,High School,Single,76434.04,0.0,46.0,1,114700.0
46,Female,High School,Widowed,104532.12,58300.0,63.0,1,72900.0
40,Male,Bachelor,Single,78855.48,124400.0,73.0,1,161700.0
35,Female,Bachelor,Married,43928.46,19800.0,55.0,1,22800.0
18,Male,High School,Married,262148.28,649700.0,78.0,1,773900.0
27,Male,High School,Single,90016.23,151900.0,65.0,1,189900.0
38,Female,High School,Married,32967.08,15900.0,45.0,1,17500.0
27,Male,High School,Single,85609.85,79600.0,60.0,1,99500.0
38,Male,Bachelor,Single,74925.27,169400.0,78.0,1,220200.0
43,Male,Bachelor,Widowed,76647.87,36700.0,60.0,1,45900.0
46,Female,High School,Married,161322.02,0.0,60.0,1,242000.0
22,Female,Bachelor,Married,85869.17,121100.0,77.0,1,157400.0
60,Male,High School,Married,50616.18,124600.0,67.0,1,70000.0
44,Female,High School,Single,143118.86,108500.0,64.0,1,135600.0
35,Female,High School,Married,42463.84,86800.0,62.0,1,74400.0
47,Female,Bachelor,Married,79915.01,84300.0,75.0,1,109600.0
62,Female,High School,Divorced,56202.38,0.0,41.0,1,84300.0
20,Female,High School,Single,168714.57,340900.0,76.0,1,443200.0
33,Female,High School,Married,244702.77,337100.0,77.0,1,438200.0
18,Male,High School,Single,63489.89,86100.0,59.0,1,99000.0
38,Male,High School,Single,53353.81,95100.0,63.0,1,114000.0
40,Male,High School,Married,84835.2,0.0,54.0,1,127300.0
35,Male,High School,Single,49185.65,85800.0,63.0,1,105100.0
28,Male,High School,Married,89734.9,91200.0,67.0,1,114000.0
18,Male,High School,Married,29559.65,46600.0,53.0,1,53600.0
40,Male,Bachelor,Single,76986.39,0.0,56.0,1,115500.0
52,Male,Bachelor,Single,24960.7,56500.0,70.0,1,73400.0
29,Male,Bachelor,Widowed,15854.36,18900.0,53.0,1,21700.0
40,Female,High School,Married,46805.94,38100.0,60.0,1,47600.0
18,Female,High School,Married,169055.96,78600.0,61.0,1,98200.0
41,Male,High School,Married,130178.64,0.0,54.0,1,195300.0
31,Male,High School,Single,78423.93,0.0,46.0,1,117600.0
27,Male,High School,Single,85253.15,0.0,48.0,1,127900.0
27,Male,High School,Single,48086.79,100300.0,64.0,1,108200.0
31,Male,Master,Married,33763.15,68300.0,75.0,1,88800.0
40,Female,High School,Married,12274.49,15400.0,50.0,1,17700.0
21,Male,Master,Single,48105.32,87800.0,72.0,1,114100.0
31,Female,Master,Single,36306.76,30000.0,63.0,1,37500.0
35,Female,Master,Married,50134.36,117600.0,83.0,1,164600.0
23,Male,Master,Married,67137.08,160700.0,79.0,1,208900.0
55,Male,High School,Widowed,107722.66,255600.0,73.0,1,290100.0
26,Male,High School,Single,53897.46,90000.0,59.0,1,103500.0
28,Male,High School,Married,137069.48,62700.0,55.0,1,72100.0
25,Male,High School,Married,69992.54,115500.0,61.0,1,129100.0
55,Female,High School,Married,180765.45,222000.0,77.0,1,288600.0
42,Female,Master,Married,135069.23,158000.0,84.0,1,221200.0
25,Female,High School,Single,37404.26,0.0,34.0,0,0.0
48,Male,High School,Single,329272.59,731900.0,80.0,1,1007600.0
38,Male,Bachelor,Married,41547.24,90900.0,72.0,1,118200.0
38,Male,High School,Married,85288.52,0.0,54.0,1,127900.0
32,Male,High School,Married,146057.53,358000.0,76.0,1,409600.0
27,Male,High School,Single,33082.14,19800.0,46.0,1,21800.0
39,Female,Master,Married,108369.6,231600.0,89.0,1,324200.0
30,Male,Bachelor,Married,207887.47,346700.0,87.0,1,485400.0
55,Female,Bachelor,Married,144818.97,198200.0,81.0,1,277500.0
22,Female,High School,Married,175192.48,423900.0,78.0,1,517200.0
52,Male,Master,Married,28398.94,44900.0,70.0,1,58400.0
34,Female,High School,Married,24287.43,51800.0,62.0,1,42600.0
39,Male,Bachelor,Single,64073.77,0.0,56.0,1,96100.0
45,Male,Master,Married,10005.79,3700.0,51.0,1,4300.0
29,Female,Bachelor,Single,139821.71,106900.0,70.0,1,139000.0
45,Male,Bachelor,Married,23138.02,0.0,50.0,1,34700.0
18,Female,High School,Married,86893.45,133400.0,67.0,1,160300.0
28,Female,High School,Married,20439.2,44000.0,51.0,1,37700.0
25,Female,Master,Married,24642.74,44500.0,66.0,1,54600.0
22,Female,High School,Single,51610.34,33000.0,54.0,1,38000.0
33,Male,Master,Married,87905.14,48400.0,79.0,1,62900.0
40,Male,Bachelor,Widowed,40711.71,55700.0,64.0,1,69600.0
43,Male,High School,Married,21304.29,50500.0,55.0,1,37300.0
38,Male,Bachelor,Married,60052.56,35600.0,70.0,1,46300.0
28,Male,High School,Married,99986.15,140400.0,67.0,1,175500.0
40,Female,High School,Married,36153.9,0.0,40.0,0,0.0
37,Male,High School,Married,88501.73,0.0,54.0,1,132800.0
46,Female,High School,Single,24989.16,29900.0,55.0,1,34400.0
44,Female,Master,Married,163700.53,242200.0,90.0,1,363300.0
36,Male,High School,Married,14315.35,0.0,33.0,0,0.0
26,Male,Bachelor,Divorced,11386.1,19900.0,52.0,1,22900.0
28,Male,High School,Single,15508.45,29900.0,44.0,1,32900.0
29,Male,Bachelor,Single,66993.0,114300.0,69.0,1,142900.0
32,Male,Bachelor,Married,90817.51,42100.0,69.0,1,52600.0
38,Male,High School,Married,132700.5,41700.0,59.0,1,48000.0
43,Female,Master,Divorced,74136.51,0.0,57.0,1,111200.0
35,Male,Master,Married,19175.94,26400.0,63.0,1,33000.0
36,Female,Bachelor,Married,24266.82,37500.0,67.0,1,46900.0
37,Female,Master,Married,168888.4,387700.0,95.0,1,568400.0
30,Male,Bachelor,Single,52548.56,80400.0,73.0,1,104500.0
25,Male,Bachelor,Married,74622.92,64000.0,66.0,1,80000.0
18,Female,High School,Single,69868.46,89800.0,59.0,1,103300.0
28,Female,High School,Married,42240.2,57700.0,53.0,1,66400.0
41,Male,PhD,Married,93478.07,168200.0,86.0,1,235500.0
28,Male,High School,Married,53620.32,57600.0,61.0,1,72000.0
33,Male,High School,Single,50488.46,0.0,46.0,1,75700.0
41,Male,High School,Widowed,59739.8,88300.0,62.0,1,110400.0
41,Male,High School,Single,120496.36,180800.0,69.0,1,226000.0
24,Male,High School,Married,24038.09,47400.0,53.0,1,44400.0
46,Female,Bachelor,Married,16171.9,0.0,43.0,0,0.0
48,Male,PhD,Single,24673.59,55600.0,75.0,1,72300.0
23,Male,High School,Married,10892.2,7900.0,41.0,1,8700.0
26,Male,Bachelor,Married,46492.75,0.0,54.0,1,69700.0
49,Female,High School,Married,86811.39,43600.0,66.0,1,54500.0
34,Male,High School,Married,125706.49,168000.0,71.0,1,218400.0
18,Female,Bachelor,Married,57765.88,60300.0,71.0,1,78400.0
20,Male,Master,Married,66702.33,51700.0,69.0,1,64600.0
33,Male,High School,Married,104192.19,0.0,54.0,1,156300.0
23,Male,High School,Single,126554.19,76900.0,60.0,1,96100.0
31,Female,High School,Married,53574.55,23600.0,53.0,1,27100.0
36,Male,Master,Single,13652.71,10600.0,56.0,1,12200.0
52,Female,High School,Single,43256.96,13400.0,43.0,0,13400.0
32,Female,High School,Single,25420.08,0.0,38.0,0,0.0
47,Female,Master,Single,284245.87,689800.0,93.0,1,1034700.0
51,Male,Bachelor,Single,74738.66,88500.0,73.0,1,115000.0
51,Female,Master,Single,86309.87,200300.0,87.0,1,280400.0
39,Male,Master,Married,173070.98,204100.0,90.0,1,306200.0
18,Male,Bachelor,Single,56126.65,0.0,52.0,1,84200.0
41,Male,Bachelor,Married,21317.86,39200.0,60.0,1,41500.0
47,Female,High School,Married,13976.67,0.0,33.0,0,0.0
35,Male,PhD,Married,170542.92,226800.0,92.0,1,340200.0
55,Male,High School,Married,49194.17,27900.0,60.0,1,34900.0
45,Male,Bachelor,Divorced,53925.77,64300.0,71.0,1,83600.0
42,Male,High School,Married,23816.95,21900.0,52.0,1,25200.0
47,Male,High School,Single,13588.32,0.0,31.0,0,0.0
39,Male,High School,Married,42098.62,0.0,40.0,0,0.0
18,Male,Bachelor,Married,52167.14,120500.0,76.0,1,156600.0
30,Male,High School,Married,55118.09,0.0,48.0,1,82700.0
49,Female,High School,Married,109456.73,211800.0,71.0,1,274600.0
27,Male,High School,Married,240433.61,0.0,56.0,1,360700.0
33,Male,High School,Single,45840.64,101300.0,68.0,1,98000.0
24,Male,Bachelor,Divorced,128146.27,221600.0,73.0,1,288100.0
55,Female,High School,Married,177866.38,406400.0,82.0,1,446300.0
54,Male,High School,Married,65163.81,38100.0,60.0,1,47600.0
26,Male,Bachelor,Widowed,40706.82,55600.0,60.0,1,69500.0
37,Male,Bachelor,Married,35142.88,48600.0,67.0,1,60800.0
28,Female,Bachelor,Married,22342.31,43100.0,63.0,1,45800.0
42,Female,PhD,Married,142695.71,0.0,69.0,1,214000.0
41,Male,High School,Married,175186.22,57600.0,65.0,1,72000.0
44,Male,Bachelor,Married,34730.74,60100.0,67.0,1,67600.0
39,Male,Bachelor,Married,34142.46,13300.0,55.0,1,15300.0
68,Male,Bachelor,Single,75160.15,0.0,53.0,1,112700.0
24,Female,Bachelor,Married,42030.42,91100.0,68.0,1,86200.0
18,Male,High School,Married,34989.4,53800.0,53.0,1,61900.0
31,Female,High School,Married,63289.63,137300.0,70.0,1,177500.0
18,Male,Bachelor,Single,10444.96,17900.0,54.0,1,20600.0
19,Male,High School,Married,24554.51,56300.0,58.0,1,45300.0
24,Male,Bachelor,Married,148384.92,0.0,60.0,1,222600.0
25,Male,Bachelor,Single,72852.24,137900.0,69.0,1,172400.0
25,Female,High School,Widowed,27497.63,0.0,33.0,0,0.0
41,Male,High School,Single,154703.07,239100.0,75.0,1,310800.0
30,Female,High School,Married,115169.92,249700.0,76.0,1,323000.0
34,Female,High School,Single,13659.69,18100.0,48.0,1,19900.0
45,Male,High School,Married,10736.77,0.0,33.0,0,0.0
27,Female,High School,Married,34656.47,67500.0,53.0,1,63900.0
33,Male,High School,Married,115892.58,223000.0,71.0,1,289900.0
40,Male,High School,Married,163704.49,0.0,60.0,1,245600.0
18,Female,High School,Married,19617.6,0.0,29.0,0,0.0
18,Male,PhD,Married,50779.91,42600.0,71.0,1,55400.0
39,Male,PhD,Married,52199.69,83700.0,80.0,1,117200.0
41,Female,High School,Married,29382.78,44900.0,57.0,1,51500.0
58,Female,High School,Married,71138.45,40000.0,57.0,1,46000.0
37,Male,Bachelor,Single,29877.83,37800.0,65.0,1,47200.0
45,Female,High School,Single,30055.89,0.0,38.0,0,0.0
33,Male,Bachelor,Married,25221.4,16300.0,62.0,1,20400.0
39,Female,High School,Married,253831.66,114700.0,65.0,1,143400.0
54,Male,High School,Married,132336.59,183500.0,71.0,1,238600.0
18,Female,Bachelor,Married,178624.74,0.0,66.0,1,267900.0
40,Male,Bachelor,Married,165416.84,395800.0,92.0,1,515400.0
59,Female,PhD,Married,40238.58,67500.0,69.0,1,80600.0
39,Female,High School,Married,140383.86,280500.0,71.0,1,364600.0
54,Male,Master,Married,30282.07,36500.0,70.0,1,47400.0
29,Male,Bachelor,Single,167125.18,399200.0,86.0,1,558900.0
35,Female,Bachelor,Married,60634.33,121600.0,80.0,1,170200.0
36,Female,Master,Married,35634.31,35200.0,65.0,1,44000.0
18,Male,Master,Married,27915.04,15800.0,61.0,1,19800.0
23,Male,Bachelor,Married,39857.42,52300.0,63.0,1,65400.0
23,Female,High School,Single,68153.99,103000.0,59.0,1,118400.0
45,Male,Bachelor,Single,85282.58,125300.0,79.0,1,162900.0
45,Male,Bachelor,Single,141201.01,334500.0,84.0,1,468300.0
39,Female,Bachelor,Single,25779.01,47100.0,65.0,1,58900.0
45,Male,Bachelor,Married,89682.65,118700.0,81.0,1,166200.0
34,Male,High School,Divorced,67588.47,0.0,44.0,1,101400.0
49,Male,High School,Single,13008.5,0.0,31.0,0,0.0
36,Female,High School,Single,29573.51,60900.0,60.0,1,63200.0
36,Male,Master,Married,100911.08,226100.0,89.0,1,316500.0
33,Female,High School,Married,48327.31,115200.0,70.0,1,135500.0
43,Female,Bachelor,Married,32363.02,0.0,50.0,1,48500.0
31,Male,Master,Widowed,43893.08,41100.0,62.0,1,51400.0
46,Female,High School,Married,11475.73,7600.0,45.0,1,8400.0
23,Male,Bachelor,Married,42762.66,75600.0,63.0,1,87700.0
23,Female,Bachelor,Married,40324.89,0.0,46.0,1,60500.0
43,Male,High School,Single,40547.81,53400.0,55.0,1,61400.0
35,Female,High School,Married,38328.93,77700.0,62.0,1,67200.0
31,Male,Bachelor,Single,17102.03,37100.0,63.0,1,40600.0
45,Male,High School,Married,100924.87,164500.0,71.0,1,213800.0
29,Female,Bachelor,Single,35240.01,0.0,44.0,1,52900.0
33,Male,Bachelor,Married,60838.99,26800.0,63.0,1,33500.0
51,Female,High School,Married,24422.0,46900.0,57.0,1,38300.0
52,Male,High School,Single,81172.26,151300.0,69.0,1,155200.0
53,Male,High School,Single,34570.62,28300.0,50.0,1,32500.0
32,Female,High School,Married,18939.46,36100.0,50.0,1,33200.0
49,Male,Bachelor,Married,285492.22,230900.0,82.0,1,323300.0
25,Female,Bachelor,Married,69827.27,124600.0,71.0,1,162000.0
26,Male,High School,Married,38383.89,0.0,36.0,0,0.0
18,Male,Bachelor,Single,27679.78,0.0,44.0,1,41500.0
54,Female,High School,Married,83117.18,97700.0,71.0,1,127000.0
26,Male,Master,Married,63942.68,104000.0,74.0,1,135200.0
34,Male,High School,Married,38295.26,0.0,40.0,1,57400.0
25,Female,High School,Married,59673.61,129800.0,66.0,1,110100.0
43,Male,Bachelor,Married,38156.92,92700.0,72.0,1,118900.0
31,Male,Bachelor,Married,46958.45,0.0,58.0,1,70400.0
21,Female,High School,Married,86816.78,65100.0,62.0,1,81400.0
40,Female,High School,Single,19442.74,0.0,31.0,0,0.0
20,Male,High School,Married,74916.25,180400.0,66.0,1,138200.0
26,Male,High School,Single,29449.29,58300.0,51.0,1,66300.0
18,Female,High School,Single,20111.05,49600.0,49.0,1,45200.0
20,Male,Bachelor,Single,159091.74,354100.0,86.0,1,495700.0
37,Male,Master,Married,32420.94,58700.0,70.0,1,76300.0
18,Female,Bachelor,Married,53885.24,38100.0,66.0,1,47600.0
19,Male,High School,Single,26036.82,58200.0,56.0,1,58600.0
35,Female,Master,Married,33228.51,0.0,53.0,1,49800.0
30,Female,Bachelor,Single,80253.36,0.0,62.0,1,120400.0
57,Female,High School,Single,77150.94,0.0,43.0,1,115700.0
56,Female,Bachelor,Divorced,67210.39,162700.0,73.0,1,205700.0
26,Male,High School,Single,54199.23,0.0,42.0,0,0.0
42,Male,High School,Single,55765.37,108800.0,63.0,1,119200.0
44,Female,High School,Single,47593.69,94100.0,63.0,1,101700.0
29,Male,Bachelor,Single,52955.83,27000.0,64.0,1,33800.0
19,Female,High School,Married,182807.05,443400.0,78.0,1,539600.0
35,Male,Bachelor,Single,75352.26,0.0,56.0,1,113000.0
34,Female,Bachelor,Married,35529.51,66600.0,67.0,1,69200.0
31,Male,High School,Married,44723.0,55400.0,57.0,1,63700.0
40,Male,High School,Married,79324.79,79100.0,60.0,1,98900.0
27,Male,Bachelor,Married,27663.53,43000.0,63.0,1,53800.0
23,Female,Bachelor,Single,38281.52,86600.0,66.0,1,95700.0
37,Male,High School,Married,22279.95,38100.0,57.0,1,39100.0
40,Female,Bachelor,Married,178754.19,310400.0,87.0,1,434600.0
23,Male,High School,Single,36132.01,36000.0,46.0,1,39600.0
46,Male,High School,Married,24752.41,20200.0,52.0,1,23200.0
18,Female,Bachelor,Married,67433.36,0.0,54.0,1,101200.0
29,Male,Bachelor,Single,21287.37,13200.0,49.0,1,14500.0
33,Male,High School,Single,166473.01,213500.0,75.0,1,277600.0
29,Male,High School,Married,58451.35,49700.0,56.0,1,57200.0
29,Female,High School,Married,62826.59,116400.0,61.0,1,115900.0
56,Female,PhD,Married,41631.84,61500.0,69.0,1,76900.0
26,Male,High School,Married,20800.14,10800.0,41.0,0,10800.0
62,Male,High School,Single,43035.73,0.0,35.0,0,0.0
40,Male,Bachelor,Married,87655.03,142300.0,81.0,1,199200.0
37,Female,High School,Married,135048.79,126900.0,66.0,1,158600.0
41,Male,High School,Married,83768.36,86100.0,71.0,1,111900.0
63,Female,Bachelor,Single,60613.8,0.0,53.0,1,90900.0
25,Male,Bachelor,Single,364383.48,199000.0,76.0,1,258700.0
23,Female,Bachelor,Married,121271.83,0.0,60.0,1,181900.0
27,Male,High School,Single,72374.31,55800.0,54.0,1,64200.0
36,Female,Bachelor,Married,15621.58,13000.0,55.0,1,14900.0
18,Male,High School,Single,42537.6,49400.0,51.0,1,56800.0
36,Male,High School,Married,23529.98,56100.0,62.0,1,41200.0
54,Female,High School,Married,43822.24,99500.0,62.0,1,68700.0
37,Female,Bachelor,Married,32628.17,63400.0,67.0,1,63500.0
32,Male,Bachelor,Married,133325.37,273100.0,86.0,1,382300.0
29,Female,Bachelor,Single,82251.76,119100.0,75.0,1,154800.0
45,Male,Bachelor,Single,74978.19,171800.0,78.0,1,223300.0
26,Male,High School,Widowed,43935.33,25500.0,45.0,1,28100.0
56,Male,High School,Married,34572.17,51600.0,54.0,1,54200.0
57,Male,Bachelor,Single,16703.82,0.0,38.0,0,0.0
38,Female,High School,Married,88726.62,137900.0,71.0,1,179300.0
35,Male,High School,Single,43308.12,90600.0,60.0,1,92600.0
47,Male,Master,Single,26799.94,17900.0,63.0,1,22400.0
48,Male,Bachelor,Single,29059.73,11200.0,53.0,1,12900.0
27,Male,High School,Single,36382.79,55600.0,51.0,1,63900.0
30,Female,Bachelor,Married,21272.5,39000.0,60.0,1,41400.0
21,Female,Bachelor,Married,16760.28,25500.0,56.0,1,29300.0
40,Male,High School,Married,155954.07,171600.0,77.0,1,223100.0
43,Male,High School,Married,49229.94,93000.0,65.0,1,86300.0
21,Female,High School,Single,68518.09,160800.0,64.0,1,154200.0
30,Male,High School,Single,51642.07,80200.0,63.0,1,100200.0
21,Male,High School,Married,56728.45,38300.0,56.0,1,44000.0
26,Male,Master,Married,52483.71,75900.0,74.0,1,98700.0
42,Male,Bachelor,Single,104932.09,0.0,62.0,1,157400.0
27,Female,Master,Married,44809.27,32900.0,61.0,1,41100.0
32,Female,High School,Widowed,58421.04,74500.0,62.0,1,93100.0
18,Female,High School,Married,304406.68,539000.0,73.0,1,700700.0
38,Male,Master,Single,10241.03,0.0,44.0,1,15400.0
35,Male,Bachelor,Single,40546.88,30400.0,60.0,1,38000.0
27,Female,Master,Divorced,37645.24,71000.0,62.0,1,88800.0
33,Female,High School,Single,110590.07,109300.0,64.0,1,136600.0
37,Female,Master,Married,10432.72,5300.0,58.0,1,6100.0
27,Male,High School,Married,57356.14,0.0,44.0,1,86000.0
19,Female,High School,Married,146572.24,111200.0,62.0,1,139000.0
55,Male,Bachelor,Single,10182.43,5400.0,53.0,1,6200.0
29,Male,Bachelor,Married,10904.31,0.0,39.0,0,0.0
34,Female,High School,Single,270056.41,621800.0,80.0,1,870500.0
47,Female,PhD,Married,105839.92,142800.0,86.0,1,199900.0
70,Female,Bachelor,Married,73431.45,58200.0,67.0,1,72800.0
